01-Jan-2000,1,10.0072712
01-Feb-2000,1,10.5765995
01-Mar-2000,1,9.7889633
01-Apr-2000,1,10.0113504
01-May-2000,1,9.42265084
01-Jun-2000,1,10.5607537
01-Jul-2000,1,10.1099601
01-Aug-2000,1,10.2083312
01-Sep-2000,1,9.95378743
01-Oct-2000,1,10.0506385
01-Nov-2000,1,9.86102005
01-Dec-2000,1,8.25628229
01-Jan-2001,1,10.1003155
01-Feb-2001,1,9.50194905
01-Mar-2001,1,10.0469104
01-Apr-2001,1,10.7733498
01-May-2001,1,9.88213152
01-Jun-2001,1,9.24229822
01-Jul-2001,1,10.033145
01-Aug-2001,1,10.5345688
01-Sep-2001,1,10.4794387
01-Oct-2001,1,10.3962722
01-Nov-2001,1,11.026677
01-Dec-2001,1,9.56492958
01-Jan-2002,1,9.13677218
01-Feb-2002,1,9.66472831
01-Mar-2002,1,9.87043748
01-Apr-2002,1,9.37917897
01-May-2002,1,10.0276416
01-Jun-2002,1,9.96510927
01-Jul-2002,1,10.0159465
01-Aug-2002,1,10.0853132
01-Sep-2002,1,10.0135476
01-Oct-2002,1,10.0120066
01-Oct-2002,1,10.1247783
01-Dec-2002,1,9.75540872
01-Jan-2003,1,9.82817032
01-Feb-2003,1,9.96509228
01-Mar-2003,1,9.98788143
01-Apr-2003,1,10.0177094
01-May-2003,1,10.0100957
01-Jun-2003,1,8.74751565
01-Jul-2003,1,10.421429
01-Aug-2003,1,10.1024819
01-Sep-2003,1,10.5031517
01-Oct-2003,1,11.1603084
01-Nov-2003,1,10.1877446
01-Dec-2003,1,8.7909844
01-Jan-2004,1,9.48998147
01-Feb-2004,1,9.66899962
01-Mar-2004,1,9.89281022
01-Apr-2004,1,9.82117754
01-May-2004,1,10.6232121
01-Jun-2004,1,9.4568402
01-Jul-2004,1,10.0387741
01-Aug-2004,1,9.72106414
01-Sep-2004,1,9.60593934
01-Oct-2004,1,9.63144516
01-Nov-2004,1,9.92894561
01-Dec-2004,1,10.0245361
01-Jan-2005,1,9.92746505
01-Feb-2005,1,9.90111139
01-Mar-2005,1,10.0032935
01-Apr-2005,1,10.252607
01-May-2005,1,10.0209004
01-Jun-2005,1,10.0307715
01-Jul-2005,1,10.2540978
01-Aug-2005,1,10.4258745
01-Sep-2005,1,9.72939897
01-Oct-2005,1,10.5189539
01-Nov-2005,1,10.1013062
01-Dec-2005,1,9.56288059
01-Jan-2006,1,9.90419086
01-Feb-2006,1,9.97962171
01-Mar-2006,1,9.78744035
01-Apr-2006,1,10.0709604
01-May-2006,1,10.1923303
01-Jun-2006,1,10.0855849
01-Jul-2006,1,10.0089503
01-Aug-2006,1,9.65017145
01-Sep-2006,1,9.72435799
01-Oct-2006,1,10.2186831
01-Nov-2006,1,10.7513389
01-Dec-2006,1,9.91405708
01-Jan-2007,1,9.32485344
01-Feb-2007,1,11.7256189
01-Mar-2007,1,9.55109096
01-Apr-2007,1,9.71325758
01-May-2007,1,10.0416984
01-Jun-2007,1,9.9081662
01-Jul-2007,1,9.54301174
01-Aug-2007,1,10.3939828
01-Sep-2007,1,9.32913155
01-Oct-2007,1,9.56783339
01-Nov-2007,1,10.0038634
01-Dec-2007,1,9.75203109
01-Jan-2008,1,9.97661554
01-Feb-2008,1,10.0903567
01-Mar-2008,1,10.0928641
01-Apr-2008,1,10.0814285
01-May-2008,1,9.84056945
01-Jun-2008,1,10.2219917
01-Jul-2008,1,9.4749485
01-Aug-2008,1,10.2937748
01-Sep-2008,1,9.51905056
01-Oct-2008,1,10.4816203
01-Nov-2008,1,9.8613259
01-Dec-2008,1,10.7216802
01-Jan-2009,1,9.98872431
01-Feb-2009,1,9.09380482
01-Mar-2009,1,10.590718
01-Apr-2009,1,9.54124027
01-May-2009,1,10.0246829
01-Jun-2009,1,10.0875552
01-Jul-2009,1,9.96385813
01-Aug-2009,1,9.66620866
01-Sep-2009,1,9.85707941
01-Oct-2009,1,9.74949465
01-Nov-2009,1,9.68379782
01-Dec-2009,1,9.87645687
01-Jan-2010,1,10.3853233
01-Feb-2010,1,10.1486177
01-Mar-2010,1,10.2785098
01-Apr-2010,1,9.14660957
01-May-2010,1,9.06477225
01-Jun-2010,1,9.18982122
01-Jul-2010,1,10.401994
01-Aug-2010,1,10.0370939
01-Sep-2010,1,9.93419322
01-Oct-2010,1,10.4593107
01-Nov-2010,1,9.80713857
01-Dec-2010,1,10.1616105
01-Jan-2011,1,9.65426393
01-Feb-2011,1,10.013499
01-Mar-2011,1,9.96380932
01-Apr-2011,1,9.62133748
01-May-2011,1,9.60816219
01-Jun-2011,1,10.1059013
01-Jul-2011,1,10.1002007
01-Aug-2011,1,9.88323812
01-Sep-2011,1,9.97943928
01-Oct-2011,1,10.0841085
01-Nov-2011,1,9.77426881
01-Dec-2011,1,9.91719998
01-Jan-2012,1,10.0735617
01-Feb-2012,1,9.21668585
01-Mar-2012,1,10.6641244
01-Apr-2012,1,9.65516764
01-May-2012,1,9.48144652
01-Jun-2012,1,9.7839703
01-Jul-2012,1,9.64827288
01-Aug-2012,1,10.136423
01-Sep-2012,1,9.91835304
01-Oct-2012,1,9.80709183
01-Nov-2012,1,9.95676428
01-Dec-2012,1,10.0992772
01-Jan-2013,1,9.84079937
01-Feb-2013,1,10.864906
01-Mar-2013,1,9.26160606
01-Apr-2013,1,9.9685251
01-May-2013,1,9.91776666
01-Jun-2013,1,9.93822821
01-Jul-2013,1,10.6208655
01-Aug-2013,1,9.9956021
01-Sep-2013,1,9.99730645
01-Oct-2013,1,10.0168356
01-Nov-2013,1,10.402754
01-Dec-2013,1,11.1478968
01-Jan-2014,1,11.4944872
